# Vault 13
1500, 100, 0, 0, 0
1500, 101, 0, 0, 0
1500, 102, 0, 0, 0
1500, 103, 0, 0, 0
1500, 104, 0, 0, 0

# Vault 15
# 1501, 00, 0, 0, 0

# Shady Sands
1502, 300, 0, 0, 0
1502, 301, 0, 0, 0
1502, 302, 0, 0, 0
1502, 303, 0, 0, 0

# Junktown
1503, 400, 0, 0, 0
1503, 401, 0, 0, 0
1503, 402, 0, 0, 0
1503, 403, 0, 0, 0
1503, 404, 0, 0, 0
1503, 405, 0, 0, 0

# Raiders
# 1504, 00, 0, 0, 0

# Necropolis
1505, 600, 0, 0, 0
1505, 601, 0, 0, 0

# Hub
1506, 700, 0, 0, 0
1506, 701, 0, 0, 0
1506, 702, 0, 0, 0
1506, 703, 0, 0, 0
1506, 704, 0, 0, 0

# Brotherhood
1507, 800, 0, 0, 0
1507, 801, 0, 0, 0

# Military Base
# 1508, 00, 0, 0, 0

# Glow
1509, 1000, 0, 0, 0
1509, 1001, 0, 0, 0

# Boneyard
1510, 1100, 0, 0, 0
1510, 1101, 0, 0, 0
1510, 1102, 0, 0, 0
1510, 1103, 0, 0, 0
1510, 1104, 0, 0, 0
1510, 1105, 0, 0, 0
1510, 1106, 0, 0, 0

# Cathedral
# 1511, 00, 0, 0, 0
